Category,Product,ProductCode,Variant,Code,Supplier,PriceDiscount,UOM,UnitPrice,Type,Released,ProductID,ID,ProductDescription,Description,Brand,ProductDiscontinued,VariantDiscontinued,"Inventory_Central Park Jakarta","Inventory_Gading Serpong Tangerang","Inventory_Lippo Mall Puri","Inventory_By The Sea PIK","Inventory_Ciputra World Surabaya","Inventory_Deli Park Medan","Inventory_Paskal Hyper Square Bandung","Inventory_Pakuwon Mall Surabaya","Inventory_Mall Kelapa Gading","Inventory_Living World Tangerang","Inventory_Website","Inventory_Marketplace","Inventory_Shopee","Inventory_Tokopedia","Inventory_TikTok","Inventory_Lazada","Inventory_Woocommerce","Inventory_ChicShopee","Inventory_KYTE","Inventory_Warehouse","Inventory_Buying Staff","Inventory_Diskon Defect","Inventory_Endorsement","Inventory_Sample Studio","Inventory_Loss/Damage","Inventory_Gudang Awal","Inventory_Gudang QC","Inventory_Gudang Permak","Inventory_Gudang Retur","Inventory_Gudang Logistik","Inventory_Sample Live","Inventory_Neo Soho Jakarta","Inventory_Bazaar Central Park","Inventory_Bazaar Lippo Mall Puri","Inventory_Puri Indah Mall","Inventory_Shopee - Deli Park Medan","Inventory_Shopee - Ciputra World Surabaya","Inventory_La Vela Tangerang","Inventory_Gaia Pontianak","Inventory_Sun Plaza Medan"
"CLOTHING/DRESS/MIDI","Zalika Dress Matcha",,"M","19LDE006MCM","ZM","0.00","pcs","395000.0000",Standard,"2019-11-15",7e6b0983-8390-4b14-b57a-91ea0830e857,03edc6a3-b932-4a79-bf06-d73bad27f91a,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zalika Dress Matcha",,"L","19LDE006MCL","ZM","0.00","pcs","395000.0000",Standard,"2019-11-15",7e6b0983-8390-4b14-b57a-91ea0830e857,feb04e2e-704e-452d-81f1-a6507a7a4507,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zahara Dress Black",,"S","19LDE005BAS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",3538e7f8-7f88-4e96-9e51-cf0898183e90,37745007-8a9d-42d9-82ee-ab1645efe6b9,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zahara Dress Black",,"M","19LDE005BAM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",3538e7f8-7f88-4e96-9e51-cf0898183e90,7d9c2dd7-eddc-4ad3-a434-6ee573625ea0,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zahara Dress Black",,"L","19LDE005BAL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",3538e7f8-7f88-4e96-9e51-cf0898183e90,8ffcdcc8-9e8f-4239-9660-8cfb5e10ecf2,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zahara Dress White",,"S","19LDE005WHS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",17fac376-29a2-4038-8ff5-d29e85ef9e44,309a29ae-44f5-4359-bda6-3eb66733336f,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zahara Dress White",,"M","19LDE005WHM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",17fac376-29a2-4038-8ff5-d29e85ef9e44,03350734-ebd2-4e59-b1f7-ae0d7341aa28,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Zahara Dress White",,"L","19LDE005WHL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",17fac376-29a2-4038-8ff5-d29e85ef9e44,aa000d85-c3cd-4bca-a23c-bda88df4e792,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MINI","Yustina Dress White",,"S","19LDC004WHS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",d18726ba-8f3e-433c-9ee8-21bb3cb59e67,7d0b30bb-0f00-41ca-b69b-051c6845b298,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MINI","Yustina Dress White",,"M","19LDC004WHM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",d18726ba-8f3e-433c-9ee8-21bb3cb59e67,4d60060f-8bbb-468d-8c1e-8dbd19b30da2,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MINI","Yustina Dress White",,"L","19LDC004WHL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",d18726ba-8f3e-433c-9ee8-21bb3cb59e67,c9bbdc4a-c8bf-43cd-a8a4-4827e6de679d,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Yoshiko Dress Forest",,"S","19LDE002FRS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",b9e219bb-81d3-4788-a044-99cfabbf9bdb,fc809ce9-d0c3-497d-b544-bc3dac5fedf0,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Yoshiko Dress Forest",,"M","19LDE002FRM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",b9e219bb-81d3-4788-a044-99cfabbf9bdb,0600c88e-58c4-4115-bc4b-d4eed46e8af1,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Yoshiko Dress Forest",,"L","19LDE002FRL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",b9e219bb-81d3-4788-a044-99cfabbf9bdb,8c335951-ed63-47b9-a10a-f58c7129144e,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xiona Dress Navy",,"S","19LDA003NVS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",26a10212-9603-4e09-887b-9cee2c071650,9dd283ee-bbef-490e-9492-0e6bc5eed52c,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xiona Dress Navy",,"M","19LDA003NVM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",26a10212-9603-4e09-887b-9cee2c071650,0a7764ea-579a-4c47-8da5-567081be2ded,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xiona Dress Navy",,"L","19LDA003NVL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",26a10212-9603-4e09-887b-9cee2c071650,5d6da562-a75d-4a16-9d92-dc9f6d2329e0,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MINI","Yustina Dress Maroon",,"S","19LDC004MRS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",cd4b7cc6-74c8-451e-8b35-cd0cec4ac95a,95c7ba87-113e-4df0-979a-4d23a81273f4,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MINI","Yustina Dress Maroon",,"M","19LDC004MRM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",cd4b7cc6-74c8-451e-8b35-cd0cec4ac95a,856312f3-c29f-47ca-ad96-c2325d496476,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MINI","Yustina Dress Maroon",,"L","19LDC004MRL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",cd4b7cc6-74c8-451e-8b35-cd0cec4ac95a,f352ada0-6a4f-418c-b827-084ab80b78c1,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Yoshiko Dress Dark Red",,"S","19LDE002DRS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",fdcb41c5-fa7e-47d0-b681-e2ac80fc5dbd,f43aad19-53f1-4890-923e-a30921607d5f,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Yoshiko Dress Dark Red",,"M","19LDE002DRM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",fdcb41c5-fa7e-47d0-b681-e2ac80fc5dbd,b5ac9a2c-c284-424c-b501-43803594f5d9,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MIDI","Yoshiko Dress Dark Red",,"L","19LDE002DRL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",fdcb41c5-fa7e-47d0-b681-e2ac80fc5dbd,63ed16f7-d9cd-42e1-af69-e530206aa513,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xiona Dress Maroon",,"S","19LDA003MRS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",6d4f9468-505b-4b02-8927-f267726918f3,7410f4c1-578b-471f-90e1-b9079529a127,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xiona Dress Maroon",,"M","19LDA003MRM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",6d4f9468-505b-4b02-8927-f267726918f3,c7d52425-c6d9-4868-9f34-971d2a256d1c,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xiona Dress Maroon",,"L","19LDA003MRL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",6d4f9468-505b-4b02-8927-f267726918f3,c08c8cc2-7f43-45cd-8065-fd542eed616b,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xaviera Dress Olive",,"S","19LDA001OLS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",d77478fb-435b-44f2-ba21-7e8d78a067c8,c640c300-bfa7-4608-a091-24fd4c40cc56,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xaviera Dress Olive",,"M","19LDA001OLM","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",d77478fb-435b-44f2-ba21-7e8d78a067c8,bb4cb8f4-8e09-48b5-9663-a79a5a62d20e,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xaviera Dress Olive",,"L","19LDA001OLL","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",d77478fb-435b-44f2-ba21-7e8d78a067c8,6a007beb-ed46-4c55-8114-9784e78b829e,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
"CLOTHING/DRESS/MAXI","Xaviera Dress Mustard",,"S","19LDA001MUS","ZM","0.00","pcs","425000.0000",Standard,"2019-11-15",5c2f813f-9455-42f6-872b-b83168194949,1ecc6351-a9b9-4be0-8c3a-63c036a58661,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
