Category,Product,ProductCode,Variant,Code,Supplier,PriceDiscount,UOM,UnitPrice,Type,Released,ProductID,ID,ProductDescription,Description,Brand,ProductDiscontinued,VariantDiscontinued,"Inventory_Central Park Jakarta","Inventory_Gading Serpong Tangerang","Inventory_Lippo Mall Puri","Inventory_By The Sea PIK","Inventory_Ciputra World Surabaya","Inventory_Deli Park Medan","Inventory_Paskal Hyper Square Bandung","Inventory_Pakuwon Mall Surabaya","Inventory_Mall Kelapa Gading","Inventory_Living World Tangerang","Inventory_Website","Inventory_Marketplace","Inventory_Shopee","Inventory_Tokopedia","Inventory_TikTok","Inventory_Lazada","Inventory_Woocommerce","Inventory_ChicShopee","Inventory_KYTE","Inventory_Warehouse","Inventory_Buying Staff","Inventory_Diskon Defect","Inventory_Endorsement","Inventory_Sample Studio","Inventory_Loss/Damage","Inventory_Gudang Awal","Inventory_Gudang QC","Inventory_Gudang Permak","Inventory_Gudang Retur","Inventory_Gudang Logistik","Inventory_Sample Live","Inventory_Neo Soho Jakarta","Inventory_Bazaar Central Park","Inventory_Bazaar Lippo Mall Puri","Inventory_Puri Indah Mall","Inventory_Shopee - Deli Park Medan","Inventory_Shopee - Ciputra World Surabaya","Inventory_La Vela Tangerang","Inventory_Gaia Pontianak","Inventory_Sun Plaza Medan"
"CLOTHING/BOTTOM/SHORT","Genevive Shorts Brown",,"XL","F26HBG380BNXL",,"0.00","pcs","395000.0000",Standard,"2026-08-06",019fd5e6-550c-711f-ad0d-a38ca002af1a,019fd5e6-552a-762d-8fa9-4b450306b6ba,"D1029",,"CHOCOCHIPS","No","No",3.0000,0.0000,1.0000,1.0000,1.0000,2.0000,0.0000,1.0000,1.0000,1.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,2.0000
"CLOTHING/BOTTOM/SHORT","Genevive Shorts Black",,"S","F26HBG380BAS",,"0.00","pcs","395000.0000",Standard,"2026-08-06",019fd5e6-54a4-7c6c-bf80-c15e144c0b9f,019fd5e6-54c4-7e35-9f1d-8e9dc72d6ed6,"D1029",,"CHOCOCHIPS","No","No",4.0000,2.0000,3.0000,2.0000,2.0000,3.0000,2.0000,2.0000,2.0000,4.0000,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,3.0000,0.0000,4.0000
"CLOTHING/BOTTOM/SHORT","Genevive Shorts Black",,"M","F26HBG380BAM",,"0.00","pcs","395000.0000",Standard,"2026-08-06",019fd5e6-54a4-7c6c-bf80-c15e144c0b9f,019fd5e6-54ec-785e-ba03-3c5e7b3b031b,"D1029",,"CHOCOCHIPS","No","No",4.0000,2.0000,4.0000,2.0000,2.0000,4.0000,1.0000,3.0000,4.0000,3.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,4.0000,0.0000,4.0000
"CLOTHING/BOTTOM/SHORT","Genevive Shorts Black",,"L","F26HBG380BAL",,"0.00","pcs","395000.0000",Standard,"2026-08-06",019fd5e6-54a4-7c6c-bf80-c15e144c0b9f,019fd5e6-54f7-7e53-aff9-1f422ed158df,"D1029",,"CHOCOCHIPS","No","No",1.0000,1.0000,2.0000,1.0000,-1.0000,3.0000,1.0000,-1.0000,1.0000,1.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000
"CLOTHING/BOTTOM/SHORT","Genevive Shorts Black",,"XL","F26HBG380BAXL",,"0.00","pcs","395000.0000",Standard,"2026-08-06",019fd5e6-54a4-7c6c-bf80-c15e144c0b9f,019fd5e6-5502-7909-ab11-fcdbbf6fd31e,"D1029",,"CHOCOCHIPS","No","No",2.0000,0.0000,0.0000,1.0000,1.0000,3.0000,0.0000,1.0000,0.0000,1.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000
"NON CLOTHING/SERAGAM","Seragam SA Im New Pink",,"S","SRGIMPIS",,"0.00","pcs","0.0000",Complementary,"2026-08-04",019fcc0e-e70c-7260-aef5-8600c8044b9c,019fcc0e-e729-7e4a-bb87-695243686389,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"NON CLOTHING/SERAGAM","Seragam SA Im New Pink",,"M","SRGIMPIM",,"0.00","pcs","0.0000",Complementary,"2026-08-04",019fcc0e-e70c-7260-aef5-8600c8044b9c,019fcc0e-e74f-726a-a7e5-d99cc6b21eae,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"NON CLOTHING/SERAGAM","Seragam SA Im New Pink",,"L","SRGIMPIL",,"0.00","pcs","0.0000",Complementary,"2026-08-04",019fcc0e-e70c-7260-aef5-8600c8044b9c,019fcc0e-e77a-77e4-b233-64b6427fd0d3,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"NON CLOTHING/SERAGAM","Seragam SA Im New Pink",,"XL","SRGIMPIXL",,"0.00","pcs","0.0000",Complementary,"2026-08-04",019fcc0e-e70c-7260-aef5-8600c8044b9c,019fcc0e-e7a8-7aa6-8c74-429b4ad4f39b,,,"CHOCOCHIPS","No","No",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Pink",,"S","F26HBF379PIS",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4372-7344-b863-1e1605b70c70,019fc665-4373-7000-9f70-cf1342b88887,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,3.0000,4.0000,0.0000,3.0000,1.0000,0.0000,2.0000,2.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,3.0000,0.0000,3.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Pink",,"M","F26HBF379PIM",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4372-7344-b863-1e1605b70c70,019fc665-437e-7746-afa9-01e434d24948,"26362",,"CHOCOCHIPS","No","No",4.0000,1.0000,3.0000,3.0000,0.0000,4.0000,1.0000,0.0000,3.0000,3.0000,0.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,2.0000,0.0000,3.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Pink",,"L","F26HBF379PIL",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4372-7344-b863-1e1605b70c70,019fc665-4387-7b17-8409-e507e3a56cd4,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,1.0000,1.0000,0.0000,2.0000,1.0000,0.0000,3.0000,1.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,2.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Pink",,"XL","F26HBF379PIXL",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4372-7344-b863-1e1605b70c70,019fc665-4392-72b2-88eb-d980d553c9aa,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,2.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Brown",,"S","F26HBF379BNS",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4346-7b65-9310-0f1b07fb36fd,019fc665-4348-7928-971b-0ef6b0093286,"26362",,"CHOCOCHIPS","No","No",5.0000,1.0000,3.0000,4.0000,0.0000,4.0000,2.0000,0.0000,3.0000,3.0000,0.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,4.0000,0.0000,4.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Brown",,"M","F26HBF379BNM",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4346-7b65-9310-0f1b07fb36fd,019fc665-4352-7d49-9acb-3bcd3bcf5b21,"26362",,"CHOCOCHIPS","No","No",5.0000,1.0000,3.0000,4.0000,0.0000,5.0000,2.0000,0.0000,3.0000,3.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,2.0000,0.0000,5.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Brown",,"L","F26HBF379BNL",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4346-7b65-9310-0f1b07fb36fd,019fc665-435d-7598-b9fb-984a582763fd,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,1.0000,1.0000,0.0000,2.0000,1.0000,0.0000,1.0000,1.0000,0.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.0000,0.0000,2.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Brown",,"XL","F26HBF379BNXL",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4346-7b65-9310-0f1b07fb36fd,019fc665-4368-70ee-97ed-71c9ed3d2747,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,2.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Black",,"S","F26HBF379BAS",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4316-7bbf-bf3f-dd8f281253c1,019fc665-4318-78b2-be98-64150c7fb83f,"26362",,"CHOCOCHIPS","No","No",4.0000,1.0000,3.0000,4.0000,0.0000,4.0000,2.0000,0.0000,3.0000,3.0000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,4.0000,0.0000,4.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Black",,"M","F26HBF379BAM",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4316-7bbf-bf3f-dd8f281253c1,019fc665-4327-7950-a5c4-f67b36f52302,"26362",,"CHOCOCHIPS","No","No",4.0000,1.0000,3.0000,4.0000,0.0000,4.0000,2.0000,0.0000,3.0000,3.0000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,3.0000,0.0000,3.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Black",,"L","F26HBF379BAL",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4316-7bbf-bf3f-dd8f281253c1,019fc665-4332-7d4c-b1f2-8f26fee6be58,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,1.0000,2.0000,0.0000,2.0000,1.0000,0.0000,2.0000,1.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.0000,0.0000,2.0000
"CLOTHING/BOTTOM/PANTS","Maxton Pants Black",,"XL","F26HBF379BAXL",,"0.00","pcs","395000.0000",Standard,"2026-08-03",019fc665-4316-7bbf-bf3f-dd8f281253c1,019fc665-433c-76b2-9783-199960ad60ea,"26362",,"CHOCOCHIPS","No","No",2.0000,1.0000,1.0000,2.0000,0.0000,2.0000,1.0000,0.0000,2.0000,1.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.0000,0.0000,2.0000
"CLOTHING/TOP/KNIT","Madeline Top Cream",,"Default","F26GTN806CR",,"0.00","pcs","285000.0000",Standard,"2026-08-03",019fc665-430a-7712-b1a6-5ccc3d767020,019fc665-430c-7b77-8e49-afaacdd5885a,"7312",,"CHOCOCHIPS","No","No",5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,4.0000,0.0000,0.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,5.0000,0.0000,5.0000
"CLOTHING/TOP/KNIT","Madeline Top Black",,"Default","F26GTN806BA",,"0.00","pcs","285000.0000",Standard,"2026-08-03",019fc665-42ff-79ec-a8e7-1281efd7075d,019fc665-4301-7b95-8a97-052ee485e0ee,"7312",,"CHOCOCHIPS","No","No",5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,4.0000,0.0000,0.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,5.0000,0.0000,5.0000
"CLOTHING/TOP/KNIT","Madeline Top Blue",,"Default","F26GTN806BU",,"0.00","pcs","285000.0000",Standard,"2026-08-03",019fc665-42f2-7614-99d1-24b01b4ab2d6,019fc665-42f4-72e6-a279-f44302abb66f,"7312",,"CHOCOCHIPS","No","No",5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,5.0000,0.0000,0.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,5.0000,0.0000,5.0000
"CLOTHING/TOP/KNIT","Madeline Top Pink",,"Default","F26GTN806PI",,"0.00","pcs","285000.0000",Standard,"2026-08-03",019fc665-42e6-7eb9-b45e-cab4fcbed75e,019fc665-42e8-70ee-ace2-0dd860bb60c5,"7312",,"CHOCOCHIPS","No","No",8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0000,0.0000,0.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,8.0000,0.0000,8.0000
"CLOTHING/TOP/KNIT","Nelson Top Yellow",,"Default","F26GTN805YL",,"0.00","pcs","285000.0000",Standard,"2026-08-03",019fc665-42da-7c22-9d91-2fe725ff600c,019fc665-42dc-711c-8f28-d7b8e9815b07,"623",,"CHOCOCHIPS","No","No",8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,8.0000,0.0000,8.0000
